  0.98810236 0.98815603 0.95489172 0.968134  ]
 [0.9674445  0.96920929 0.99008456 0.98324731 0.97592532 0.98190335
  0.99066459 0.99529357 0.97229129 0.99216048 0.98706185 0.99484487
  0.99643975 0.98980861 1.         0.99293169 0.9958657  0.99150322
  0.99684756 0.99222581 0.97182325 0.98123542]
 [0.97774966 0.97248311 0.98857666 0.98362138 0.98688685 0.9864181
  0.98422415 0.99025712 0.97488117 0.99582807 0.99003834 0.99194017
  0.99373245 0.98652078 0.99293169 1.         0.9958998  0.99381614
  0.99480114 0.98651251 0.9772916  0.9801366 ]
 [0.97242673 0.97131761 0.9914027  0.98544642 0.98253924 0.98531598
  0.98879252 0.99364555 0.97084533 0.99565257 0.98855507 0.99447893
  0.99704473 0.98948019 0.9958657  0.9958998  1.         0.99134484
  0.99726567 0.99081014 0.97454196 0.98101886]
 [0.98469584 0.98461657 0.99280204 0.98886209 0.98904974 0.9927078
  0.97910884 0.99329369 0.97661298 0.99469103 0.99240326 0.99479921
  0.99015093 0.98102164 0.99150322 0.99381614 0.99134484 1.
  0.99240267 0.99011095 0.98881072 0.99113467]
 [0.97438197 0.97439693 0.99262405 0.9883658  0.98285092 0.98744351
  0.98898202 0.9968115  0.97496471 0.99428953 0.98693613 0.99485436
  0.99716604 0.98810236 0.99684756 0.99480114 0.99726567 0.99240267
  1.         0.98989097 0.97602078 0.9818527 ]
 [0.96272749 0.97040745 0.98782788 0.9800831  0.97072116 0.9774937
  0.98772211 0.99251425 0.9711421  0.98537146 0.98623675 0.99033677
  0.9899849  0.98815603 0.99222581 0.98651251 0.99081014 0.99011095
  0.98989097 1.         0.96994261 0.98254666]
 [0.99297839 0.99345641 0.98610309 0.98904919 0.98898249 0.99308343
  0.95398601 0.97834032 0.95197969 0.9835719  0.98149399 0.98350306
  0.97265679 0.95489172 0.97182325 0.9772916  0.97454196 0.98881072
  0.97602078 0.96994261 1.         0.99195222]
 [0.98331221 0.9939785  0.98849655 0.98811629 0.98126513 0.98904419
  0.96685542 0.98563116 0.95854663 0.98407678 0.98778683 0.98778916
  0.97967143 0.968134   0.98123542 0.9801366  0.98101886 0.99113467
  0.9818527  0.98254666 0.99195222 1.        ]]
